number_of_customers,total_customers,cum_revenue,total_revenue,target_sales_percent,target_sales,cum_sales_share,cum_pct_customers
1,261,70450.67,116490.24000000002,60.0,69894.144000000015,0.60477744744967465,0.0038314176245210726
