number_of_customers,total_customers,cum_revenue,total_revenue,target_sales_percent,target_sales,cum_sales_share,cum_pct_customers
150,261,93249.3,116490.24000000005,80.0,93192.192000000039,0.80049023849551659,0.57471264367816088
